id	user1	user2	location	msj1	date1	date2	msj2	ms3
556892434	albaibaezmarque	alba ibañez marquez,,,Wed Apr 18 14:03:28 +0000 2012	Mon Mar 08 00:03:13 +0000 2021,"RT @ONUMujeres: 🎤👩‍💼 Para lograr la participación plena y efectiva de las mujeres en la toma de decisiones, los gobiernos deben reforzar lo…","🎤👩‍💼 Para lograr la participación plena y efectiva de las mujeres en la toma de decisiones, los gobiernos deben reforzar los marcos normativos, jurídicos y regulatorios, y avanzar hacia la paridad en todo. #DíaDeLasMujeres #8M #MásMujeresEnPolítica #LibresDeViolencia https://t.co/EzGKdguqzp"
1.20E+18	josemanuelSVQ	José Manuel ,España,"Sonríe, mañana podría faltarte un diente",Fri Nov 15 15:24:26 +0000 2019	Mon Mar 08 00:03:13 +0000 2021,#8M2021 Os queremos libres e iguales https://t.co/FKB5ecgWYZ,
104931625	Raqueltdew	Kimster	Pais México ,"Diseñadora de Interiores, constrúyannos un Mexico fuerte poniendo nuestro granito de arena #TodoSePuede #MexicoPaisHermoso #GenteHermosa",Thu Jan 14 21:02:57 +0000 2010	Mon Mar 08 00:03:13 +0000 2021,"RT @Forbes_Mexico: A un día de las marchas por el #8M
Diversas mujeres intervinieron de nuevo las vallas de Palacio Nacional, en esta ocas…","A un día de las marchas por el #8M
Diversas mujeres intervinieron de nuevo las vallas de Palacio Nacional, en esta ocasión las redes sociales convocaron a ""Llenar el muro de flores""
📹 @waldoras https://t.co/qbVb4uSN0W"
90702810	Leonfeliz21	J¤®G€,"HISTORIA QUE TU HICISTE HISTORIA POR HACER, PORQUE NADIE RESISTE TUS GANAS DE VENCER, YA SALEN LAS ESTRELLAS, YA ATACA MI MADRID,.","#proamlo
#somosamlovers
#somosmillonesconAMLO ✋",Tue Nov 17 19:45:16 +0000 2009	Mon Mar 08 00:03:13 +0000 2021,"RT @Luis90Rodrigu: @memomorloc @lopezobrador_ ""Es mejor poner valla que granaderos"" : @lopezobrador_
#NoMasViolencia
#8M2021",
1.01E+18	Leyla07019316	Leyla,"Tijuana, Baja California",🤯,Mon Jun 11 04:17:54 +0000 2018	Mon Mar 08 00:03:14 +0000 2021,"RT @mujeresdelasal: Esta lucha tambien es de ellas, por ellas y para ellas. No nos pararán, nunca más silencio. #8M2021
Foto de @Usagii_ko…","Esta lucha tambien es de ellas, por ellas y para ellas. No nos pararán, nunca más silencio. #8M2021
Foto de @Usagii_ko 💜💫 https://t.co/IU96P7EGM5"
7.60E+17	FernandaGarzah	Fercha💜💚💗,"Monterrey, Nuevo León",16. ♉she/her	Sun Jul 31 01:57:52 +0000 2016	Mon Mar 08 00:03:14 +0000 2021,"RT @LuluRodl: #NiUnaMenos #NiUnaMas
Les duelen los monumentos y el palacio. A nosotras nos duele no volver a vernos, buscar entre la basur…","#NiUnaMenos #NiUnaMas
Les duelen los monumentos y el palacio. A nosotras nos duele no volver a vernos, buscar entre la basura, ver una bolsa negra y pensar que puede ser una de nosotras.
Nos duele no poder salir con libertad a la calle. #8M2021 https://t.co/biwgb7bLN5"
295682664	oramosg26	Orlando Ramos	HALAAAAAAAA MADRIDDDDDDDDDDDDDDD,"🧔🏻 Creador de relaciones estratégicas. Aficionado a los deportes. Amante del #vino, #tequila y #mezcal.",Mon May 09 13:50:55 +0000 2011	Mon Mar 08 00:03:14 +0000 2021,"RT @DeniseDresserG: Aquí el muro del México real
El muro de la memoria
El muro del feminicidio
El muro de la vergüenza
El muro de las que…","Aquí el muro del México real
El muro de la memoria
El muro del feminicidio
El muro de la vergüenza
El muro de las que nos faltan
El muro de la ignominia
El muro que nos convoca a actuar y denunciar y exigir un país que proteja a su mujeres
Un país digno
#8Marzo https://t.co/gUbZgMD2vR"
2843846491	1RJoseph	Raúl A. Joseph A.,"Guadalajara, Jalisco",Originario de CdMex	Tue Oct 07 16:44:28 +0000 2014	Mon Mar 08 00:03:14 +0000 2021	RT @Visubaldi1: Jajajajajajaja ¡Le diría marthita cállese cabr... o le pongo un zape! Saludos. https://t.co/oUeB1Od31j,
7.79E+17	jlherrera_g	Jose Luis Herrera G.,"Torreón, Coahuila de Zaragoza",coahuilense. México.,Fri Sep 23 13:06:25 +0000 2016	Mon Mar 08 00:03:14 +0000 2021,"RT @RahulkMx: El peor gobierno de la historia.
Los peores resultados que se hayan visto de una gestión gubernamental.
Un gobierno que l…","El peor gobierno de la historia.
Los peores resultados que se hayan visto de una gestión gubernamental.
Un gobierno que les dio la espalda.
Ustedes las mujeres tienen el poder de disminuir el control de MORENA y @lopezobrador_ en el Congreso.
#NiUnVotoAMORENA2021
#8M2021 https://t.co/InTvteMOnR"
1.35E+18	Araceli36057817	Araceli,"asm	da.damd",Amante del te☕❤,Mon Jan 25 13:12:06 +0000 2021	Mon Mar 08 00:03:14 +0000 2021,#8M2021 #NiunaMenos,
2357282478	CoronGloria	Gloria Vz	sfnasnf.ansf	vmvvbmvm	Sun Feb 23 02:23:38 +0000 2014	Mon Mar 08 00:03:14 +0000 2021,"RT @DeniseDresserG: Aquí el muro del México real
El muro de la memoria
El muro del feminicidio
El muro de la vergüenza
El muro de las que…","Aquí el muro del México real
El muro de la memoria
El muro del feminicidio
El muro de la vergüenza
El muro de las que nos faltan
El muro de la ignominia
El muro que nos convoca a actuar y denunciar y exigir un país que proteja a su mujeres
Un país digno
#8Marzo https://t.co/gUbZgMD2vR"
458074280	rcamarillo60	Ricardo Camarillo	México	oihgkjhlgfhd	Sun Jan 08 04:37:53 +0000 2012	Mon Mar 08 00:03:14 +0000 2021,"RT @jenarovillamil: #Feminicidios. Hace una década fue brutalmente asesinada Marisela Escobedo, frente al palacio de Gobierno de Chihuahua.…","#Feminicidios. Hace una década fue brutalmente asesinada Marisela Escobedo, frente al palacio de Gobierno de Chihuahua. Reclamó justicia para su hija Rubi, también asesinada. Pidió ver a Felipe Calderón y nunca la recibió. Pidió justicia y fue ejecutada. https://t.co/PS4XBa3iZV"
1.11E+18	tuxulitodecalle	putocaillu	españa pero der beti	mi cara es demasido asimetrica perdon || @tuxulitayeti 💋💋,Wed Mar 27 20:14:18 +0000 2019	Mon Mar 08 00:03:14 +0000 2021	definicion de pick me girl:,
256999565	ajaliliye	Alejandro Jaliliye	d.al;s	Siempre con y en buena onda (con quien tengo afinidad y me cae bien) Fanatico de GOT 🐺 y el Chocolate #siempresonrie	Thu Feb 24 14:17:30 +0000 2011	Mon Mar 08 00:03:14 +0000 2021,"RT @IraciHassler: Hoy partimos desde tempranito en la feria Esperanza, saludando a las mujeres trabajadoras en el marco de un nuevo #8M. ¡V…","Hoy partimos desde tempranito en la feria Esperanza, saludando a las mujeres trabajadoras en el marco de un nuevo #8M. ¡Vamos juntas a conquistar el derecho al trabajo, la vida digna y libre de violencia! #VivamosBienSantiago https://t.co/KoPz4QGrk2"
1488493549	russeti87,𝑴𝒂𝒓𝒄𝒊𝒂𝒍 𝑮𝑺®,"da	ds.,ad	a",Canario que no es poco...,Thu Jun 06 19:01:04 +0000 2013	Mon Mar 08 00:03:14 +0000 2021,"RT @____Daniel___E: 1) Dos amigas de #Noruega
degolladas vivas en #Marruecos
-por #magrebíes-
después de secuestrarlas
( hacían mont…","1) Dos amigas de #Noruega
degolladas vivas en #Marruecos
-por #magrebíes-
después de secuestrarlas
( hacían montañismo)
2) Decenas de mujeres #Lapidadas en países MUSULMANES por
no llevar burka o mirar a hombres.
¿Vais manifestarnos por ellas?
@IreneMontero
#8M2021 https://t.co/fEvFHt7TeY"
7.04E+17	10naokoY	kin	Iztapalapeishon,"Me arrojaré al río
Y desearás ser el agua",Sun Feb 28 05:18:46 +0000 2016	Mon Mar 08 00:03:14 +0000 2021,"RT @NuriaPalou10: #TomaLasCallesNoCalles
Esta tarde/noche toma un plumón y escribe el nombre de una mujer que admires ¡Tomemos las calles…","#TomaLasCallesNoCalles
Esta tarde/noche toma un plumón y escribe el nombre de una mujer que admires ¡Tomemos las calles!
#LasCallesTambiénSonNuestras
#8M2021 https://t.co/dXHNF7Exrz"
1.09E+18	MiguelA65997068	Miguel Angel	CDMX	Gestoría de visas	Mon Jan 21 07:02:51 +0000 2019	Mon Mar 08 00:03:14 +0000 2021	RT @vanevielma: Mira @lopezobrador_ esta es la imagen que dará la vuelta al mundo. #RumboAl8M #8M2021 #MéxicoPaísFeminicida https://t.co/ji…,
